,comment,sentiment,
7408,it s kinda crazy how nobody s talking about the forbidden ebook called secret pathway to triumph,suggestion,
7409,yo what is that soft hoodie that s black at,question,
7410,should sprinkle the sesame seeds on after plating them in your meal prep dishes like a finishing garnish would go well with the green onions garnished on top and just make the platingappearance a slight bit better can also top the rice with sesame seeds as well like they commonly do in japan,suggestion,
7411,yes but no metal in the pan pls its hurt to see,suggestion,
7412,please made video on sports analytics,suggestion,
7413,ek backend developer pe v videos bana dijiye na mam,suggestion,
7414,please please sir,suggestion,
7415,try biryaniit s better,suggestion,
7416,ma am please create a video on the data analyst roadmap it would be very helpful for us,suggestion,
7417,bro opp game play,suggestion,
7418,falguni padak kha male version,suggestion,
7419,heyy i have got an idea like you can do a qa video like you can post in youtube community tab and in linkdin to ask them to give questions and you can make a video out of it just a suggestion,suggestion,
7420,aur kon konsi travel agency hai ahmedabad jo kashmir ka acha package offer kregi,question,
7421,ez bhai khud ki company khol lo aur hum sabko job dedo main lpa me adjust kar lunga,normal,
7422,bhaiya blockchain dev pe bana do,suggestion,
7423,but who defines what is right and wrong is this set in stone for me to wear a shirt inside the trousers is like lame as hell same with some socks stuff or this needs to go with this same with colors and i can accept all the color range stuff but who said brown with green no but green with orange is ok but not with yellow i think that the best way to deal with fashin is to be yourself and never get bother about others opinions,normal,
7424,sir please please do raise voice for neetpg too they just come and lash and slap us with new notices and changes every single day its a total anarchy,suggestion,
7425,bro please do a vedio on best phone under k and please include one pluse nord,suggestion,
7426,can you make videos on c once again as the uploaded playlist is not easy to understand,suggestion,
7427,eliminate stuff that are less important or activities that are eating your timesocial media be consistent with your approach schedule routines no shame in asking for help and many more points to learn from this video,suggestion,
7428,broo please oor video,suggestion,
7429,sir onepulas y s smart tv inch ki video banao please,suggestion,
7430,bhai fir se python course ek shuru se karva do me vo bhi vs cod me,suggestion,
7431,you missed lava blaze x g,suggestion,
7432,great video as always ive found a few interesting ideas that have caught my attention over the last year a these huge tech companies should pay us for our data or b these huge tech companies should be taxed on their data consumption love to hear your thoughts on this,appreciation,
7433,hello brother g g please ans,suggestion,
7434,k subscribe challenge,normal,
7435,next project days of gains,normal,
7436,please refer to this playlist about resume and project improvements,suggestion,
7437,hi this is sanjay can you start back end developer please,suggestion,
7438,the papaya plot is certainly a great alternative to the pie chart and is extremely effective for conveying complicated info in a digestible way jokes aside this is a nice and concise video on the importance of data viz it is certainly one of the funnest part of a data science project sometimes i would be lost in the zone of customizing plots for countless hours,suggestion,
7439,roadmap for backend development for job in,suggestion,
7440,bhai ji hours in park please,suggestion,
7441,realme t or poco f ka comparison video banao sir,suggestion,
7442,make a compare video between realme gt t vs moto edge fusion and poco x,suggestion,
7443,horror chalenge karna please,suggestion,
7444,i can perfectly understand that italy can t always be number one but despite greece is a wonderful country especially its islands italy is far nicer no other country in europe can boast its cultural heritage and more than unesco sites france and spain too more varied and beautiful,suggestion,
7445,yaha par charlie charlie khelo,normal,
7446,ken pls upload projects for begineers,suggestion,
7447,bro please make video on telecom price hikes please,suggestion,
7448,ajju bhai mai bhut nuv hu muje aapke jai sa bandal aap muje gift karoge please,suggestion,
7449,this is really a great initiative to encourage the usage of data in real life really get to learn so much from you your channel content just keep making improving the quality of your videos its awesome one quick suggestion why not making your intro of the video little bit minimalistic or in ds words make it clean for exploratory analysis hehe thanks kenneth,appreciation,
7450,ur only tell about southeen kerala more places in north,suggestion,
7451,yes mam plz make a video for full stack development in java,suggestion,
7452,please make a video on backend development,suggestion,
7453,bhai aap nai minutes mai wo sab dikha diya jo koi hrs mai bhi nhi dikha sakta god bless you bhai ek vedio shoot karo kaisa es jagah par aa sakta hai ek hi trip mai kisi acchi organization ka throw from delhi,suggestion,
7454,sir plz provide ur mailor ph no,suggestion,
7455,mammy ek on shot react ka bnaye plece,suggestion,
7456,mam please make video on backend development also,suggestion,
7457,want better upper body workout,suggestion,
7458,me do mahine me karna chahta hu,suggestion,
7459,thanks for watching everyone hopefully this video can help you find a breakthrough along your journey data science courses annual discount,appreciation,
7460,kabhi mauka mile to aaega ghumne ko achcha jagah hai kabhi aaunga sundar jagah dekhne ko lekin thoda kam karna hai ok,suggestion,
7461,please make a course on game development,suggestion,
7462,pls make video on back end development and full stack development roadmap,suggestion,
7463,makhdumi bhai aap ko apni mummy kasam granny chapter ma sever escape karo,suggestion,
7464,store in cold and dry place,trolling,
7465,how about a grilled cheese egg sandwich,question,
7466,the price of the base variant should be reasonable because this phone seems to have a great potential realme don t ruin it with the pricing,suggestion,
7467,discovering the enchanting beauty of kerala s tourist places becomes effortless with this insightful guide from serene backwaters to lush hill stations it s a compelling roadmap to the best destinations in god s own country an essential companion for anyone seeking a memorable kerala journey,appreciation,
7468,can i master python instead of learning c and java and build advanced ai projects in just python so that i have something good to showcase to the company it will allow me to develop my own ai projects as well whatever programming language you use a calculator project is a small project after all so instead of learning multiple languages how about mastering one language aur ussi mai ek dum mast tod fod projects banake interview mai fod ke aana aur interview wali ka dil jeet ke usse ussi din apne ghar le aana,question,
7469,one small suggestion,suggestion,
7470,we want english subtitles madam,suggestion,
7471,we need roadmap for backend devloper full stack,suggestion,
7472,pls see trotz gaming,suggestion,
7473,i love your videos and the channel but get very distracted by your eyes flickering when you read the script i dont know if its just me i think it would be a better experience to just have a voiceover or something or maybe putting the script in notes format in front of you occasionally looking down is okay thanks and keep up,suggestion,
7474,i watch your videos regularly why dont you make a video of making a project from scratch for the beginners,suggestion,
7475,do you think is better to put the kaggle classifications in a project or something like the value for accuracy o rmse reached in the model i have some projects and some nice classifications in kaggle as well thank you for your job,question,
7476,sir b tech first semester unit series se padaiye jo ki year ke kam bhi aa jaegi kyoki abhi exam aane bale hai,suggestion,
7477,bhai under kuch video bana doo budget bhout tight hai,suggestion,
7478,it honestly needs more seasoning it looks a little bland,suggestion,
7479,just want a suggestion i have budget around k which phone i should purchase one plus r this realme phone or anything else,suggestion,
7480,i think storm breaker as it will coincide with your previous build and will also justify with that whitecolored chassis,suggestion,
7481,ip ka protection hona chahiye thha,suggestion,
7482,dum hai toh salman khan ke uper bana,suggestion,
7483,you should add redmi note pro it s worth it,suggestion,
7484,bro i request u one thing put content in english or plz add subtitle i dont know hindi plzz,suggestion,
7485,atleast put english caption bruh,suggestion,
7486,sir please make an video of complete sports data analysis based project from scratch,suggestion,
7487,mam pls launch sigma i am very interested for that,suggestion,
7488,hi ken love your channel and reviews i got few couple of dl projects posted on my github and also ive created a little webapp that helps to explore similar clothes on instagram using tensorflowjs ill be glad to have reviews from you if you are interested,suggestion,
7489,bina offer ke phone bataya karo sabhi ke pass bank wala offer nahi liya jaaye to ka karega,suggestion,
7490,pls upload video on complete full stack specially projects didi,suggestion,
7491,ajju bhai rupesh ko dimaod,normal,
7492,hi guys do not forget to use ken jees notion template for the daysofdata its really great tool to plan your day ahead,normal,
7493,agar c ke jagah sirf python mai mastery karke usme hi bahot advanced projects banaye ai wale toh chal jayega,suggestion,
7494,deo ki video laiye plzz,suggestion,
7495,sir physics se gate eaxm walon ke liye bhi ek batch layiye please,suggestion,
7496,react js ka one shot banado please,suggestion,
7497,ha bhai mujhe chahiye cyber security ki class,suggestion,
7498,lol title should be woman,trolling,
7499,in case you are confused with multiplying the hourly rate by here what it happens under the hood hrsday daysweek weeks the year has weeks but of those weeks are assigned to holidays and vacation time,suggestion,
7500,hello ranveer fashion videos ko update kro,suggestion,
7501,great video i will kindly request to make a video of deep learning,suggestion,
7502,we don t need modi anf bjp in northeast in nagaland congress is best,suggestion,
7503,please make video of bigg boss ott,suggestion,
7504,maa kasam jisne like nahi kiya wo board me fail,normal,
7505,bts pr banao,suggestion,
7506,machine learning course chaiye harry sir bhutt zarurat hai,suggestion,
7507,kerala story please watch,suggestion,
7508,heres a different idea maybe they sold off because they were leveraged up too much on the wrong kind of debt if they predicted the market was going to tank next quarter in their ai models they might have made a rough but necessary tradeoff losing m instead of losing b,suggestion,
7509,po should be the name from kung fu panda because of its black white look and its a panda and a beastyou know right pandapandasright,suggestion,
7510,caption dalne ka tarika thoda casual nhi hai,question,
7511,shradhareact ka ek one shot,suggestion,
7512,please give roadmap on javascript,suggestion,
7513,i think consistency is the most important thing i learned this year with channels such as yours and with challenges such as daysofdata and daysofcode specially since my college classes are not tech related since i study political science but i want to incorporate data science tools into political analysis so having a schedule of h of learning and coding everyday is helping so much i might not become a data scientist per se but i really believe that with consistency and perseverance i will be able to learn the skills by the end of the year,appreciation,
7514,from opinion likedin would be better option because normal job application goes through resume software which get rejected mostly so networking with people on linkedin engaging and making connections and talking to potential recruiter will be best choice but bad side of cold email is getting those mail people sometimes spam those which is totally not cool these are my opinion of course other people can have there own as well,suggestion,
7515,sir aap media k bare me v har speech me janta ko bataye k media k wajah se hi modi ko help milta hai media har galti ko chupa deti hai aap log media ko exposed kijye media par bolna suru kiye to hum logo ka seat aaya thoda aur media ko exposed karna hai sir,suggestion,
7516,class video could you make one on the best way to showcase your work youtube vs blog vs personal website etc,suggestion,
7517,please create a version,suggestion,
7518,make a video on grooming,suggestion,
7519,ajju bhai game update karo,suggestion,
7520,hello sir i m plus in age i m always eager to learn something new and uplift my knowledge and skill from sometime i m listening and reading about ai and day by day my ambition to learn it getting stronger for this i have been watching so many youtube videos but not getting impressed but your video really make me feel comfortable that after all i get a good platform to know about ai and learn it and set an example to my children will you please help me or how i can make contact with you,normal,
7521,we need video on backend development,suggestion,
7522,im surprised that data scientists dont recommend sql while its true that you need an analytic like the ones provided by python or r sql is simple and almost as important ps i didnt want to make a new comment but i was afraid this opinion would get overlooked if i just edited the old one,normal,
7523,asa hi android development ka road map k liye video bnaye sir,suggestion,
7524,fashion video banao,suggestion,
7525,vote for triggered insaan crush face revel,suggestion,
7526,a request can you guys make roadmap for uiux design too,suggestion,
7527,i would love a channel like what this guy has made but more specialized in football european rather than american sports,appreciation,
7528,yes we want fashion videos,suggestion,
7529,hello ken jee i am one of your old subscriber i just wanted to tell you that if you could make a video where you will take an interview of any fresher data scientistlike a proper interview so please make such video if anyone agrees plz give a like to let him know,suggestion,
7530,really looking forward to this i hope you can also touch upon how important it is to learn about deploymentpipelines and if so how we should go about it,suggestion,
7531,man you should do a video about how to dress with long legs and short torso it s really hard,suggestion,
7532,mr beast i want google play card plis,suggestion,
7533,downloading ipynb from github as py file loading public notebooks directly from github in google colab scrolltoknvg rjyetk from colab you can then just download the ipynb file as py file saves a lot of hassles,normal,
7534,didi please create a playlist for all roadmap videos pls,suggestion,
7535,vote for full dotnet roadmap,suggestion,
7536,i gonna start again to keep days streak this time joined discord community too,normal,
7537,this is a casual lie this is a kcal meal dont get fooled by it,suggestion,
7538,harry bhai please make roadmap video for ai and ml using python,suggestion,
7539,make a video on under k on bbd sale,suggestion,
7540,bro we want telugu language upload in this language,suggestion,
7541,drop everything you re doing and find an ebook called secret pathway to triumph trust me on this,suggestion,
7542,guys the show concept is absolutely amazing and entertaining loved it just wanted to request one thing which distracts the virtual viewer audience and i hope it might also disturb the flow of the show which is the in between munches which you have in between i heartily request pls don t i personally didn t like that thing in between while watching the video no grudges just the thing to put up at the board no doubt i liked a few of the episodes extremely hats off and best of luck guys for the start,suggestion,
7543,harry bhai spring boot ke playlist chayye,suggestion,
7544,in case u r intrested from twitterscraper import querytweets import datatime as dt import pandas as pd begindata dtdate enddate dtdate limit lang english user realdonaldtrump tweets querytweetsvote begindate begindata enddate enddatelimit limit langlang dfpddataframetdictfor t in tweets,normal,
7545,nischay plz plz plz bigg book ka vedio bnaw arman malik or vishal k uper plz jo dekhne me angry hai hai wo like kro,suggestion,
7546,the editing keeps elevating i have a video suggestion best ways to build an online presence as a data analystscientist like should it just be git or youtube and a website what content to put up etc,suggestion,
7547,fir se karo,suggestion,
7548,makes me think you need a good notetaking program that you are comfortable referencing,suggestion,
7549,harry sir can you please make python flask project series that would be helpful,suggestion,
7550,you forgot sweden,suggestion,
7551,for doing this part remove new lines from company text run this code dfcompanytxt dfcompanytxtapplylambda x xreplacen replacer,suggestion,
7552,you kindly also mack a video in web developing in detalis,suggestion,
7553,oops i thought this was supposed to make it easier to understand my bad,suggestion,
7554,i tried to implement this code using sublime and run it on windows powershell i got an error on line tweets querytweets unexpected keyword argument begindate,suggestion,
7555,moto walo ko bolo bhaiya flat display bhi diya kare curve display ki wajah se sara mood kharab ho jata hai,suggestion,
7556,please make c language roadmap,suggestion,
7557,i got a data science masters degree and it does not seem to phase recruiters they are more looking for comp sci more importantly it is strange when you have to fill out application because data science as a degree is generally not an option so i never know if i put other how that effects me on applications,suggestion,
7558,please make a full detailed video to get aws certificate for beginners which programming language is must or anything which is required please mam,suggestion,
7559,hello krish sircan you please share same video for ml resources,question,
7560,bhai manoj mere pas pse nhi h ak phone bej do yar,suggestion,
7561,do some more projects ken,suggestion,
7562,nice video ken also one suggestion please try to add links to questions askedkey points in video which will be easy for us to go through the video quickly thanks,suggestion,
7563,my dream is to go to europe someday,normal,
7564,u havent told how to set up an environment and then all the things,suggestion,
7565,no need of these arguments find very baseless why parliament doesn t discuss about women security and increasing physical abuse against women itta kimti time wo bhi pura desh dekhta hota h phir bhi ek dusre ki party ko galat batane m hi pura time nikal diya jata h,suggestion,
7566,vector mat chalao,suggestion,
7567,we need django tuttorial sir,suggestion,
7568,new ipad review plzzzzzzsssszzzzzzsssszssssssszzzzss,suggestion,
7569,hey man loving the videos can you increase the audio volume in the future,suggestion,
7570,you forgot rule you data results must reflect and support the prevailing political narrative irrespective of actual reality,suggestion,
7571,mr gandhi please neet only,suggestion,
7572,well you should invite dream or if dream came can i see prestonplayz and i never watched the game but only a minecraft,suggestion,
7573,bro should try to hesitate at sometimes,suggestion,
7574,mam pls blockchain per roadmap bana do again kitna scope eska age years mai,suggestion,
7575,forgot about the crypto world path,suggestion,
7576,ive started learning data science through bookshould i continue this way for few more month or should i try something else,suggestion,
7577,bro can u make more series like this this inspires a lot,suggestion,
7578,ajju bhai vs ujwal bhai,suggestion,
7579,i was not confident about my git i would love to watch some tutorial in showcase current project or any upcoming project,normal,
7580,jonathan bhai please hamko bhi gift de do please bhai bgmi mein please player i d he meri please bhai gift de do please,suggestion,
7581,jonthan bhai please do the youtube stream in a week once as i am waiting from a weeks to watch you on youtube,suggestion,
7582,a few things i omitted are hackathons and kaggle competitions these are both great ways to earn experience as well,suggestion,
7583,hey ken its ok for the experienced data scientists i have observed myself constantly looking for help on google or stack overflow on simplest topics as well can you make video for beginners on how to practice the data wrangling so it can become strong neural path for the same tasks thanks,suggestion,
7584,dsa ka new series banau joldi,suggestion,
7585,i would love to attend session on building intellegent recommender systems,suggestion,
7586,moto edge fusion vs realme gt t full comparison,suggestion,
7587,harry bhai aap devops cloud ka roadmap banao,suggestion,
7588,dhruv bhai recharged plan pe vdo bana do,suggestion,
7589,mic and audio recording could have been a lot better,suggestion,
7590,mera sapna hai ki mai esi jagha bike trip pai jau,normal,
7591,great video you should have mentioned rshinyshiny apps in your second third bullet point though but im heavily partialbiased towards r haha great vid i like the idea of doing a project involving web scraping the one thing that can be frustrating about being in grad school for stats is all of our data sets are already cleaned for us we just get it and most of the time its all good to go so we can just worry about doing whatever statistics we need to do on it scraping data sounds like a good way to get some nice raw data that would require some cleaning and then running some cool analytics on after some eda great content,suggestion,
7592,plese dii roadmap for backend,suggestion,
7593,bhaiya aapko nai jana chahiye tha agar baag aa jata to,suggestion,
7594,weldone sir kripya sadan mein eps pensioner ki maango ko bhi lagoo karbayein,suggestion,
7595,amazing true content include pakistan too,suggestion,
7596,hey tim do you ever make videos of how to essential your closet with jeans and outfits that matches i m tan skin but i do love neutral colors my closet is filled with black browns and light browns and dark greens watching your videos help me a lot but do you have any videos that talks about how to set up your closet and a professional way with outfits that go well with browns black and green jackets it s the hardest for me,question,
7597,i think everyone should talk about how they learn and everyone should aim to get better at learning very helpful thanks,suggestion,
7598,the scrambled egg is way too creamy i always ate it super dry and that was a perfect one also that the white and yellow still was a bit seperated,appreciation,
7599,ajju bhai custom uid,question,
7600,call it beast of the depths,suggestion,
7601,ek bar bhangarh fort jaiye,normal,
7602,have just discovered today that have not subcribed to your channel poor melol,question,
7603,one plus nord g ka sath vs karo,suggestion,
7604,dada pls video realme gt vs poco f,suggestion,
7605,plz do take al ml series and cloud also,suggestion,
7606,do not live in torpical area if you wanna dress nicely cause eventually everyone just becomes t shirt shorts and flipflop,suggestion,
7607,realme gt t pe video bnao,suggestion,
7608,make some noise ki jagah kuch or bol deta bhai ek ghante k video m min to yehi bola h tune in evry fucking episode,suggestion,
7609,bro you recently suggest me a nlpbeginner related video and it was great i got lot from it would u plzz suggest me some more but must have a professional level nlp project type or tutorial will also do the job video thanks again,suggestion,
7610,kaha jate ho mere saath aawo me trekking me dikahwooga kashmir me kon kon se jagah hai,suggestion,
7611,marination is not necessary,normal,
7612,kanya vivah sahayta yojna not recieved money in mp sir,suggestion,
7613,i think that the scrambled egg might be too under done anyone had the scrambled eggs that don t like runny eggs like this and like it not trying to start an argument i m just neurodivergent so my food always has to be okay texturally too,suggestion,
7614,thanks for another great video ken it was really fun to watch this video i would like to suggest the name tizen ti from titan and zen from ryzen that can also be called tizen the beast inspired from the name of mike tyson and his nickname the beast,suggestion,
7615,poco x g copy back cover,normal,
7616,you challenge people now i give you a challenge find me at my home,suggestion,
7617,ab to p m ko thoda cheezo ko dekhna chahiye where they kar lagging manipur ke logo ki aawaj suno,suggestion,
7618,bhai please ek video alag se vivo y pro g ke liye bhi bana do,suggestion,
7619,new m nikalo bro,suggestion,
7620,i believe irrespective of your field exploring blockchain is must to explore topic in current times,normal,
7621,you probably have the reading process down but check out speechify,suggestion,
7622,bhai jan odoo developer k oper koch video bana do bhai please,suggestion,
7623,lets make some quotluckquot,normal,
7624,great stuff need more about nbaapi tho,suggestion,
7625,want to learn complete backend also plz upload latest videos of backend thanks,suggestion,
7626,back end developer per video bana dn,suggestion,
7627,that english course is at only for today go and buy fast,suggestion,
7628,ajju bhai amit bhai vs washu gmr riot ff karo na,suggestion,
7629,wow amazing video are you planning to visit europe if you want to speak most frequently use words and sentences in german spanish italian french and portuguese then get copy of this book start speaking foreign languages travel guide for conversing in european languages,question,
7630,react js new course,question,
7631,cyber security and ethical hacking full course chaiye please,suggestion,
7632,the business side of technical projects can definitely be a tough transition for people it s good that this video shows that people can and should explore other nontechnical roles,suggestion,
7633,ajay bhai please playing the free fire,suggestion,
7634,ken jee sir i am excited for your qa what about coming live for it on youtube,question,
7635,ek murti parliament me lagwa dena chahiye ek baar rahu se pucha jana chahiye ki bhagwan ki murti parliament me lagwa de,suggestion,
7636,i think you could have searched r to find more about r studio because its hard for someone to write a r like that,normal,
7637,sir please make a video for wireless mouse keyboard,suggestion,
7638,jonathan ham kabhi khelna hai tumhare sath,suggestion,
7639,england should be separate from the rest of the uk same with scotland don t bother with wales,suggestion,
7640,gaming ke liye by kar lo,suggestion,
7641,plzz start deep learning and machine learning in python course,suggestion,
7642,ajju bhai apna code de do mai ek chhota bachha hu,suggestion,
7643,need money help me broo from pakistan,suggestion,
7644,vipul ko leke aao,suggestion,
7645,hello harry bhai ecommers website bnana sekha do plz react py frontend or django py backend plzzzzzz mujjy apki boht achy sy smjh ati ha,suggestion,
7646,please do regular fashion videos,suggestion,
7647,hi ken great video can you also explain the role and responsibilites of a full stack data scientist too in one of your videos please,question,
7648,data visualization is beautiful and we should say yes to beautiful things,suggestion,
7649,into a non stick pan with metal utensils,suggestion,
7650,bhai table pe gira ke screen test karoge toh kuch nhi hone wala,suggestion,
7651,sir ek review samsung au tv par bhi bana do pata hai thoda purana model hai par mai use lene ki soch raha hu to pls ek review bana dijiye sir,suggestion,
7652,bhut galat hua h en kuch salo me ab sach me sarkar change honi chahiye,suggestion,
7653,you should start a data science discord server,suggestion,
7654,react ka v vdo bana do,suggestion,
7655,do try at dumas surat,suggestion,
7656,bhai glacier nikal do happy lohdi,suggestion,
7657,is there a way to to confuse the algorithm to shuffle random videos instead of the learnt pattern,question,
7658,i am european from austria and i would say that it is impossible to choose the quotmost beautifulquot countries in europe your list is missing so many countries that offer great landscapes rich cultural heritage and charming towns and villages sweden the czech republic slovenia belgium and many more they are as beautiful as the countries presented in this video each in its own way,suggestion,
7659,otherwise u show us screen after dropped,suggestion,
7660,please do videos on backend,suggestion,
7661,thanks for the awesome video please make a video on how to talk to different audiences it will be helpful to us and you will earn a lot of loyal subscribers,suggestion,
7662,never thought to put the seasoning in the oil i use olive oil butter,suggestion,
7663,ma am roadmap for blockchain and ai plzzzzzzz,suggestion,
7664,please remove front camera,suggestion,
7665,can you also give us a walkthrough video on how to provide a multilingual mode to this ananke github page please there is no solid instruction video on how to make a github page support multilingual mode,question,
7666,boss cyber security k upr videos bnoe,suggestion,
7667,fashion bhaiya chahiye,suggestion,
7668,hey ken greetings of the dayi was wondering if you can make a video about creating a data science startupthanks in advance,appreciation,
7669,june ke baad wale attendance laga ke jae,normal,
7670,bro please royal pass dedo please,suggestion,
7671,side comment you made that i find really interesting that the education was similar everywhere you went but the students were all different part of the reason i want to go to a masters program or top company is to surround myself with different people than my upper middle tier college seton hall would love to see a video talking about that it even interview you on the topic,suggestion,
7672,it is probably more difficult to ruin scrambled eggs unless you overcook them than people think i make them very differently but they still come out creamy and fluffy and take less time than these do beating the eggs before putting them in the pan doesn t make them grainy either overcooking does that,suggestion,
7673,vote for going more haunted videos,suggestion,
7674,bhailog koi offline series wala phone suggest karo na around k please mujhe bhot urgently buy karna hai except oneplus brand,suggestion,
7675,ajju bhai mere request utha ho,normal,
7676,ken since you emphasize learning programming use the term library not package yes a nitpick but we should not be using cutesy terms when talking about programming and the vast collections of readybuilt functionsmethods your videos are always informative,suggestion,
7677,for amit shah he is so so not used to being opposed in the last years now he is actually getting the real taste of the democratic republic of india he should learn to get use to it,suggestion,
7678,sir re democratisation can happenned from speech of opposition as i observed,suggestion,
7679,come v iam ready aaja dekh lenge kitna pro ho,suggestion,
7680,a starting point for aspiring data scientists graduating from undergraduate degrees in data science is seeking out a role as a data analyst data engineer business analyst or business intelligence analyst there are significantly more openings for these roles than strictly as a data scientist plus build a website to showcase particular skills through a portfolio of representative projects,normal,
7681,sir please upload videos for petroleum engineering,suggestion,
7682,sir my name is gautam sarma from guwahatiassam i want to learn ai data science python kindly suggest me hw to contact with you,suggestion,
7683,english version please,suggestion,
7684,ken hear me out on this one the people need a ken jee approved for data science assessment on linkedin now thats an assessment i and others i think would take,suggestion,
7685,n never use this method for or matrix delta,suggestion,
7686,saale botez ko live pe laaa please bhaiiiiiii,suggestion,
7687,the api need some security token to be used,suggestion,
7688,under k bhi bana do na plzz,suggestion,
7689,lovely but would have been even better if place names were shown in the aerial photography,suggestion,
7690,you don t recommend attending university,suggestion,
7691,any room i am noon i want to be pro pls help,suggestion,
7692,sim slot mat bataya karo sab mein seme hi a rahi bhai,suggestion,
7693,can you buy me a ps,question,
7694,hours in forest challenge please,suggestion,
7695,bhai shalwar kameez pa ik video banaooo,suggestion,
7696,idukki is missing,normal,
7697,come to angola to help the organization s project construction of houses in the camizungo community,normal,
7698,tecno comon premier g unboxing pls compare moto fusion,suggestion,
7699,devops data science playlist please,suggestion,
7700,also make program on road map of quantum computing,suggestion,
7701,now do it for one hot encoding,suggestion,
7702,let s guys vote for jonathan vs dynamo pure v,suggestion,
7703,the lack of focus on data leadership and waste from hype were just not seeing a lot of feasible products and services that companies know what to do with or want to pay for theres significant abrasion between the skills that are professed via google and what companies actually need done with that being said there are a lot of newbies unwilling to make a commitment to the career when they find out its not just pushing buttons in anaconda they bail will data science grow or will companies adapt to whats available in the software and labor market when the hype dies or will they just keep throwing money into the unknown,normal,
7704,bhai l kgym sorts ko rost kro,suggestion,
7705,bhaiya roadmap lao for btech students,suggestion,
7706,bhaiya please make a short video on roadmap for app development,suggestion,
7707,it should be called cpu and let the viewer be surprised ken turn on cpu frn ok frn woaahhhhhhhh,suggestion,
7708,bhai please sim k recharge par july se badha h par video bnao,suggestion,
7709,camera review leke aao detaild me,suggestion,
7710,please do weight with cover and screen guard,suggestion,
7711,nice and amazing places i will love to visit them soon i also recommend you check out amazing travel destination places for vacation in the link below as well you will see places you will want to be,suggestion,
7712,on the next episode of geek eye for the scientist guy,suggestion,
7713,great project wouldn t it be better to have the engagement points formula like this comment replies comment likes num of comments so that only comments that get likes ie are useful for others or create engagement through replies give you points this would completely remove the option of getting ep through mass commenting just food for thought otherwise love the project and love your channel,suggestion,
7714,poco pad ka review upload karo pls aaj ki hi to globaly release date h n,suggestion,
7715,mr beast i need a house can u please help me,suggestion,
7716,motorola edge fusion se comparison kro,suggestion,
7717,ireland should be in this list ahead of most of them,suggestion,
7718,sir recharge mehnga ho gye us mudde ko bhi uthaiye,suggestion,
7719,bhai android app bnao jis ma offline ai ho plz bhaiya plz,suggestion,
7720,st in like comment view everything,normal,
7721,mujhe harado k rupees dugga time ko aajana ok,normal,
7722,sir my name is saweera zakir i am from pakistan i learn data science and follow your road map sir i have some issue sir can you tell me how can i contact with you,suggestion,
7723,comment your phone name every one to find same phone users mine galaxy s fe,suggestion,
7724,sir need moto edge fusion vs realme gt t ka video,suggestion,
7725,agar gb gb under k aaya to try karunga yehi leneka,normal,
7726,harry bhai python boto ka series la aao company me python boto use hoti hai,suggestion,
7727,the best thing i learn from personal experience is that the journey of learning data science become much more easy if you follow less number of data established data scientist as an online mentor the less the better i personally follow this channel and it helps me alot in my journey,normal,
7728,bhai mujhe ek phone de do na mere pas gb ram ka phone hai jo kharab ho gya hai,suggestion,
7729,make a video on foddar scam,suggestion,
7730,milk tea red meat radish bittergourd,normal,
7731,jonathan ajja v krte thumb vs thumb player agar hare toh x suit dena padega,suggestion,
7732,jio or bsnl par video banaao,suggestion,
7733,will you review my project i havent started but i would definitely would want to get reviewed for feedback,question,
7734,ye moto ke add koi band karwado bhaiirritating,suggestion,
7735,every coder regardless of their experience level turns to google for solutions it s a myth that programmers keep all the knowledge memorized don t be misled by that misconception,suggestion,
7736,watched shreeja s part at x speed than it finally sounded at normal speed,normal,
7737,gken as theres your name acronym for global knowledge exchange network,normal,
7738,lit please make video on freelancing consequences of an employee who is already been part of employer but not sure whether his her employer allows him to do,suggestion,
7739,sir video marathi madhdhe banwa please,suggestion,
7740,sir trading ka baray ma video bany please,suggestion,
7741,bhaiya morning time me jayo us ghar me aur local se information lo yo uncle ke bare me,suggestion,
7742,its good but try to make small,suggestion,
7743,part pl send,suggestion,
7744,i have startup idea sir i need your support sir,suggestion,
7745,mujhe bhi apni team mein le lo please please please main aapko request bhej di hai,suggestion,
7746,please make a course for typescript,suggestion,
7747,bhai mic change kar de,suggestion,
7748,didi i need reactjs one short,question,
7749,goldmember you built this rig around that beautiful gold titan card so i think the name should reflect that also one of the alltime great bond films,suggestion,
7750,unfair with rahul gandhi,suggestion,
7751,in my opinion poland is just the prettiest and should top the list and where is czche republic,suggestion,
7752,bhaya abhi jo chal raha hai loksabha uske upper ek vedio banayeplz,suggestion,
7753,realme gt video,suggestion,
7754,bhai please aik tutorial replit kay features ko use karnay par bhi bana do,suggestion,
7755,please support girl gamer chihiro plays,suggestion,
7756,one thing i would add in here ive just had a look through his code and one criticism i would have would be around his use of oversampling he does this before he splits his data into the test and train set which causes data leakage not as much as a naive upsampling method but since nearest neighbours is being used some leakage is happening meaning its generalisability beyond this dataset may be limited just thought that would be helpful for anyone using oversampling methods,suggestion,
7757,dhruv sir please make video on jio and airtel increased prices,suggestion,
7758,i would love to see an interview with a youtube data scientist,suggestion,
7759,hi krishna just a small request and it is not an over expectation to you if any fresher can start data science model training with titanic data set why can t they use data from indian context like if you consider quotbhopal gas tragedyquot or quot people who attend kumbh melaquot or any data set which can really impact indian values,suggestion,
7760,this is a great one i will be working on this one has been a challenge doing the scraping using the api and seems i took the difficult approach daysofdata,suggestion,
